timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-31T00:05:10,codecarbon,e3453aae-808f-4e2f-a42e-d17f3693f39e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.537310362,0.0003669974676056268,1.1279281032221996e-05,42.5,47.92939733647143,20.0,0.00038393474504513854,0.00048629816681599973,0.00018065461716111107,0.0010508875290222493,0.0,United States,USA,nevada,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.7,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA L4,-115.1372,36.175,52.958106994628906,machine,16.05,45.34375,9.1625,4.2138320207595825,N,1.0,0.0
