timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-19T08:19:35,distilbert-finetuned-squad,ca8dc2c4-4e8b-4fe6-b3e6-ed7fc4720dd6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1198.3945701229986,0.005382074093005633,4.491070159349302e-06,42.5,64.13858852161937,10.0,0.014141600400416777,0.021320865667789984,0.003327306425611125,0.038789772493817896,0.0,United States,USA,oregon,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.7,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-121.1871,45.5999,12.671417236328125,machine,62.33732993197279,94.27891156462584,20.126020408163267,2.2238388742719377,N,1.0,0.0
