timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-25T01:30:14,codecarbon,82301f86-d5b9-4826-9566-906e9cbb8db3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,163.126289886,0.0006890845386695438,4.22423963146043e-06,42.5,57.28208863512748,10.0,0.0019240320278930548,0.002589644571714,0.00045270476603333324,0.0049663813656403875,0.0,United States,USA,oregon,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.7,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-121.1871,45.5999,12.671409606933594,machine,75.23827160493828,76.79012345679013,28.21604938271605,3.2499465000482255,N,1.0,0.0
